year_month,state,total_enrolment,age_0_5,age_5_17,age_18_greater,total_updates,demo_age_5_17,demo_age_17_,update_enrolment_ratio,enrolment_growth_rate,age_vulnerability,enrolment_volatility,aadhaar_pulse_index
2025-02,Jammu & Kashmir,5,4,1,0,13,1,12,2.6,1.5,1.0,1.5075567228888183,31.402912495958603
2025-03,Jammu & Kashmir,1,1,0,0,10,1,9,10.0,-0.8,1.0,1.5075567228888183,22.002841191646535
2025-04,Jammu & Kashmir,3,2,1,0,21,0,21,7.0,2.0,1.0,1.5075567228888183,34.15945746303714
2025-05,Jammu & Kashmir,4,3,1,0,10,2,8,2.5,0.33333333333333326,1.0,1.5075567228888183,26.17745137523074
2025-06,Jammu & Kashmir,5,4,1,0,14,1,13,2.8,0.25,1.0,1.5075567228888183,25.840652758999997
2025-07,Jammu & Kashmir,2,2,0,0,6,0,6,3.0,-0.6,1.0,1.5075567228888183,22.065911010329504
2025-08,Jammu & Kashmir,2,1,1,0,16,0,16,8.0,0.0,1.0,1.5075567228888183,25.340537403805307
2025-09,Jammu & Kashmir,4,4,0,0,9,2,7,2.25,1.0,1.0,1.5075567228888183,29.12698055182541
2025-10,Jammu & Kashmir,6,4,2,0,13,0,13,2.1666666666666665,0.5,1.0,1.5075567228888183,26.88269390961454
2025-11,Jammu & Kashmir,4,2,2,0,21,3,18,5.25,-0.33333333333333337,1.0,1.5075567228888183,23.524596904157878
2025-12,Jammu & Kashmir,4,3,1,0,14,0,14,3.5,0.0,1.0,1.5075567228888183,24.806522933866038
2025-01,Jammu and Kashmir,1387,1079,272,36,140527,21138,119389,101.31723143475126,0.0,0.9740447007930786,436.308168823159,35.99251957784466
2025-02,Jammu and Kashmir,1804,1453,350,1,6089,876,5213,3.375277161862528,0.30064888248017296,0.9994456762749445,436.308168823159,26.221317124605847
2025-03,Jammu and Kashmir,681,528,149,4,5734,823,4911,8.419970631424375,-0.6225055432372506,0.9941262848751835,436.308168823159,22.588194621578474
2025-04,Jammu and Kashmir,452,363,88,1,6024,822,5202,13.327433628318584,-0.3362701908957415,0.9977876106194691,436.308168823159,24.522916295235387
2025-05,Jammu and Kashmir,1053,793,201,59,4069,645,3424,3.8641975308641974,1.329646017699115,0.9439696106362773,436.308168823159,29.768193157183365
2025-06,Jammu and Kashmir,912,685,150,77,5961,851,5110,6.536184210526316,-0.1339031339031339,0.9155701754385965,436.308168823159,22.976987709686473
2025-07,Jammu and Kashmir,571,438,82,51,3232,482,2750,5.660245183887916,-0.3739035087719298,0.9106830122591943,436.308168823159,21.702784396800567
2025-08,Jammu and Kashmir,1323,1048,253,22,7806,1131,6675,5.900226757369614,1.316987740805604,0.983371126228269,436.308168823159,30.741271573386413
2025-09,Jammu and Kashmir,1375,1132,242,1,6102,802,5300,4.437818181818182,0.039304610733182255,0.9992727272727273,436.308168823159,25.17605579503207
2025-10,Jammu and Kashmir,1491,1258,228,5,5709,733,4976,3.82897384305835,0.08436363636363642,0.9966465459423206,436.308168823159,25.25264022958279
2025-11,Jammu and Kashmir,1000,828,167,5,5835,728,5107,5.835,-0.32930918846411805,0.995,436.308168823159,23.609145159374346
2025-12,Jammu and Kashmir,509,410,96,3,6147,742,5405,12.076620825147348,-0.491,0.9941060903732809,436.308168823159,23.609396289548506
2025-01,Jharkhand,21454,11159,9635,660,438858,19488,419370,20.455765824554863,0.0,0.9692365060128647,5268.842351000547,27.380221459567068
2025-02,Jharkhand,6421,3867,2545,9,24695,2338,22357,3.8459741473290765,-0.7007084925887946,0.9985983491667965,5268.842351000547,22.865053713176035
2025-03,Jharkhand,1966,1208,744,14,24817,2333,22484,12.623092573753814,-0.6938171624357576,0.9928789420142421,5268.842351000547,23.823041121450277
2025-04,Jharkhand,1239,769,461,9,25236,2143,23093,20.368038740920095,-0.3697863682604272,0.9927360774818402,5268.842351000547,26.187302863542005
2025-05,Jharkhand,4008,2670,1333,5,14013,1381,12632,3.49625748502994,2.234866828087167,0.9987524950099801,5268.842351000547,35.94512002412556
2025-06,Jharkhand,4020,2560,1440,20,21428,2142,19286,5.330348258706468,0.0029940119760478723,0.9950248756218906,5268.842351000547,26.114436956511383
2025-07,Jharkhand,2407,1542,847,18,14823,1423,13400,6.15828832571666,-0.4012437810945274,0.9925218113834648,5268.842351000547,24.356171405322005
2025-08,Jharkhand,5268,3233,1989,46,34459,3094,31365,6.541192103264996,1.188616535105941,0.9912680334092635,5268.842351000547,31.481294777201324
2025-09,Jharkhand,5107,3235,1857,15,27784,2525,25259,5.440375954572156,-0.03056188306757779,0.9970628549050323,5268.842351000547,26.01829910087333
2025-10,Jharkhand,5551,3478,2053,20,28567,2494,26073,5.146279949558638,0.08693949481104357,0.9963970455773734,5268.842351000547,26.495172142563828
2025-11,Jharkhand,4012,2430,1553,29,29101,2750,26351,7.253489531405783,-0.2772473428211133,0.9927716849451645,5268.842351000547,25.045250934373442
2025-12,Jharkhand,3772,2304,1460,8,33667,2929,30738,8.925503711558855,-0.05982053838484547,0.9978791092258749,5268.842351000547,26.317452955962313
2025-01,Karnataka,46370,28244,11740,6386,535710,105233,430477,11.552943713607936,0.0,0.8622816476169938,12159.381315251898,25.72411392226808
2025-02,Karnataka,6900,5749,1000,151,25149,2823,22326,3.6447826086956523,-0.8511968945438861,0.9781159420289856,12159.381315251898,23.298514862269908
2025-03,Karnataka,3823,2999,625,199,31788,4264,27524,8.314935914203506,-0.4459420289855073,0.9479466387653676,12159.381315251898,25.060336244726066
2025-04,Karnataka,2951,2433,461,57,31995,3876,28119,10.842087427990512,-0.22809312058592723,0.9806845137241613,12159.381315251898,26.988512622599597
2025-05,Karnataka,3265,2712,447,106,19706,2573,17133,6.035528330781011,0.10640460860725187,0.9675344563552833,12159.381315251898,27.64991944326274
2025-06,Karnataka,4802,3912,735,155,28673,4258,24415,5.971053727613494,0.4707503828483921,0.9677217825905873,12159.381315251898,29.274201337937466
2025-07,Karnataka,1878,1461,292,125,22266,3404,18862,11.856230031948881,-0.6089129529362766,0.9334398296059638,12159.381315251898,24.462161372032455
2025-08,Karnataka,5254,4399,790,65,38247,4917,33330,7.279596497906357,1.79765708200213,0.9876284735439665,12159.381315251898,35.75729375721406
2025-09,Karnataka,4924,4078,668,178,28248,3352,24896,5.736799350121852,-0.06280928816140086,0.9638505280259951,12159.381315251898,26.784608532874078
2025-10,Karnataka,6343,5338,889,116,29285,3451,25834,4.616900520258553,0.28818034118602753,0.9817121236008198,12159.381315251898,28.577442872547763
2025-11,Karnataka,5333,4470,739,124,31754,3895,27859,5.954247140446278,-0.15923064795837927,0.976748546784174,12159.381315251898,26.637486123971254
2025-12,Karnataka,4399,3594,628,177,34353,3881,30472,7.809274835189816,-0.17513594599662474,0.9597635826324165,12159.381315251898,26.446845243084127
2025-01,Kerala,2478,1363,912,203,95083,8822,86261,38.37086359967716,0.0,0.9180790960451978,840.1224432765558,27.493589744453793
2025-02,Kerala,3308,2281,1001,26,17216,1372,15844,5.204353083434099,0.3349475383373688,0.9921402660217654,840.1224432765558,26.53575912252526
2025-03,Kerala,1534,959,513,62,20973,1788,19185,13.672099087353324,-0.5362756952841596,0.9595827900912647,840.1224432765558,22.99615801999121
2025-04,Kerala,280,178,101,1,19667,1393,18274,70.23928571428571,-0.817470664928292,0.9964285714285714,840.1224432765558,29.18929235449693
2025-05,Kerala,1768,1326,393,49,13747,1028,12719,7.775452488687783,5.314285714285714,0.9722850678733032,840.1224432765558,48.695408621317846
2025-06,Kerala,1005,674,266,65,17187,1521,15666,17.101492537313433,-0.4315610859728507,0.9353233830845771,840.1224432765558,23.38588371606292
2025-07,Kerala,647,452,150,45,12971,950,12021,20.047913446676972,-0.3562189054726368,0.9304482225656878,840.1224432765558,23.97472068523909
2025-08,Kerala,2101,1524,563,14,26364,2266,24098,12.54831032841504,2.2472952086553324,0.9933365064255116,840.1224432765558,35.97708012319356
2025-09,Kerala,2357,1721,624,12,16451,1341,15110,6.979635129401782,0.1218467396477867,0.9949087823504454,840.1224432765558,25.849498182940632
2025-10,Kerala,2293,1672,567,54,19517,1528,17989,8.511556912341911,-0.027153160797624087,0.9764500654164849,840.1224432765558,24.996266816047637
2025-11,Kerala,2004,1514,437,53,18388,1554,16834,9.17564870259481,-0.12603576101177494,0.9735528942115769,840.1224432765558,24.57524501994583
2025-12,Kerala,1764,1277,450,37,22736,1653,21083,12.88888888888889,-0.11976047904191611,0.9790249433106576,840.1224432765558,25.15337872595443
2025-01,Ladakh,15,10,5,0,1997,567,1430,133.13333333333333,0.0,1.0,8.301149975099289,40.19161315769629
2025-02,Ladakh,24,21,3,0,87,15,72,3.625,0.6000000000000001,1.0,8.301149975099289,27.504151478413274
2025-03,Ladakh,6,4,2,0,110,23,87,18.333333333333332,-0.75,1.0,8.301149975099289,23.21671445209425
2025-04,Ladakh,10,7,1,2,87,12,75,8.7,0.6666666666666667,0.8,8.301149975099289,24.40432079533725
2025-05,Ladakh,18,13,3,2,81,16,65,4.5,0.8,0.8888888888888888,8.301149975099289,26.27952439726774
2025-06,Ladakh,10,7,2,1,128,17,111,12.8,-0.4444444444444444,0.9,8.301149975099289,21.925539567148274
2025-07,Ladakh,7,6,1,0,72,20,52,10.285714285714286,-0.30000000000000004,1.0,8.301149975099289,24.27266218447672
2025-08,Ladakh,15,12,3,0,118,23,95,7.866666666666666,1.1428571428571428,1.0,8.301149975099289,30.433426831934867
2025-09,Ladakh,18,14,4,0,89,19,70,4.944444444444445,0.19999999999999996,1.0,8.301149975099289,25.873211806928342
2025-10,Ladakh,35,30,5,0,82,16,66,2.342857142857143,0.9444444444444444,1.0,8.301149975099289,28.891251337607244
2025-11,Ladakh,7,6,1,0,118,21,97,16.857142857142858,-0.8,1.0,8.301149975099289,22.81809535363107
2025-12,Ladakh,15,13,2,0,106,16,90,7.066666666666666,1.1428571428571428,1.0,8.301149975099289,30.33849092616789
2025-01,Lakshadweep,3,3,0,0,15,0,15,5.0,0.0,1.0,3.4234042953903314,24.98495579647394
2025-02,Lakshadweep,13,11,2,0,23,4,19,1.7692307692307692,3.333333333333333,1.0,3.4234042953903314,39.49754402814924
2025-03,Lakshadweep,5,5,0,0,46,5,41,9.2,-0.6153846153846154,1.0,3.4234042953903314,22.73334162746119
2025-04,Lakshadweep,2,2,0,0,24,2,22,12.0,-0.6,1.0,3.4234042953903314,23.134367989502856
2025-05,Lakshadweep,5,4,1,0,14,5,9,2.8,1.5,1.0,3.4234042953903314,31.427074511695164
2025-06,Lakshadweep,7,6,1,0,55,4,51,7.857142857142857,0.3999999999999999,1.0,3.4234042953903314,27.111530591072697
2025-07,Lakshadweep,1,1,0,0,22,3,19,22.0,-0.8571428571428572,1.0,3.4234042953903314,23.171948104833483
2025-08,Lakshadweep,4,4,0,0,53,11,42,13.25,3.0,1.0,3.4234042953903314,39.37036723685678
2025-09,Lakshadweep,5,5,0,0,19,6,13,3.8,0.25,1.0,3.4234042953903314,25.95975068050354
2025-10,Lakshadweep,10,10,0,0,49,6,43,4.9,1.0,1.0,3.4234042953903314,29.44188377897335
2025-11,Lakshadweep,8,7,1,0,36,3,33,4.5,-0.19999999999999996,1.0,3.4234042953903314,24.03186186122552
2025-12,Lakshadweep,4,4,0,0,28,4,24,7.0,-0.5,1.0,3.4234042953903314,22.987898075531255
2025-01,Madhya Pradesh,116898,69536,42956,4406,1131351,164558,966793,9.678103988092182,0.0,0.9623090215401461,30941.028672837194,31.698376221691362
2025-02,Madhya Pradesh,16775,12898,3815,62,31929,3961,27968,1.9033681073025335,-0.8564988280381187,0.9963040238450075,30941.028672837194,27.628131621446762
2025-03,Madhya Pradesh,8398,6207,2078,113,48091,7046,41045,5.726482495832341,-0.4993740685543965,0.986544415336985,30941.028672837194,29.48254531454418
2025-04,Madhya Pradesh,5830,4237,1549,44,45620,5984,39636,7.825042881646655,-0.30578709216480116,0.9924528301886792,30941.028672837194,30.714850031857317
2025-05,Madhya Pradesh,7919,6614,1284,21,21213,2936,18277,2.678747316580376,0.3583190394511149,0.9973481500189418,30941.028672837194,33.16980028093457
2025-06,Madhya Pradesh,7774,6105,1501,168,39436,6002,33434,5.072806791870337,-0.018310392726354374,0.9783895034731155,30941.028672837194,31.391650393611474
2025-07,Madhya Pradesh,4702,3877,729,96,26038,3835,22203,5.537643555933645,-0.3951633650630306,0.9795831561037857,30941.028672837194,29.78660690278343
2025-08,Madhya Pradesh,13404,10334,2981,89,50107,6858,43249,3.7382124738883915,1.8507018290089325,0.9933601909877648,30941.028672837194,39.884920410098495
2025-09,Madhya Pradesh,13940,10909,2940,91,36669,5160,31509,2.6304878048780487,0.03998806326469717,0.9934720229555237,30941.028672837194,31.663994923690698
2025-10,Madhya Pradesh,14344,11213,3000,131,45872,6010,39862,3.1979921918572227,0.028981348637015847,0.990867261572783,30941.028672837194,31.630058623819302
2025-11,Madhya Pradesh,11032,8342,2539,151,47578,6173,41405,4.312726613488035,-0.2308979364194088,0.9863125453226976,30941.028672837194,30.50990245927201
2025-12,Madhya Pradesh,11120,8435,2414,271,50798,6454,44344,4.568165467625899,0.00797679477882518,0.9756294964028777,30941.028672837194,31.394036577018504
2025-01,Maharashtra,90417,58991,27449,3977,843091,65390,777701,9.324474379817955,0.0,0.9560149087007974,24119.818733143435,30.006531812565772
2025-02,Maharashtra,12505,9870,2587,48,57675,3949,53726,4.612155137944822,-0.8616963624097238,0.9961615353858456,24119.818733143435,26.399509606279203
2025-03,Maharashtra,6806,5121,1580,105,146356,7753,138603,21.50396708786365,-0.4557377049180328,0.9845724360858067,24119.818733143435,29.986422961586484
2025-04,Maharashtra,4594,3314,1223,57,155322,6367,148955,33.809751850239444,-0.32500734645900675,0.9875925119721376,24119.818733143435,32.09135767595234
2025-05,Maharashtra,4743,3774,939,30,51317,3528,47789,10.819523508328063,0.03243360905528947,0.9936748893105629,24119.818733143435,31.082087877766227
2025-06,Maharashtra,4013,3017,905,91,127884,5838,122046,31.86743084973835,-0.15391102677630197,0.9773236979815599,24119.818733143435,32.420080764706604
2025-07,Maharashtra,3706,2898,689,119,108482,3831,104651,29.271991365353482,-0.07650137054572637,0.9678899082568807,24119.818733143435,32.26933235476957
2025-08,Maharashtra,8605,6642,1852,111,129910,6439,123471,15.097036606624055,1.3219104155423635,0.9871005229517722,24119.818733143435,37.22061999380137
2025-09,Maharashtra,9927,7691,2163,73,56596,4400,52196,5.701218897955072,0.15363160952934352,0.9926463181222928,24119.818733143435,30.995736863759284
2025-10,Maharashtra,10209,7835,2238,136,157775,6154,151621,15.454500930551474,0.02840737382895142,0.9866784210010775,24119.818733143435,31.474198316581482
2025-11,Maharashtra,8118,5880,2094,144,127047,6278,120769,15.650036954915004,-0.20481927710843373,0.9822616407982262,24119.818733143435,30.366824864756314
2025-12,Maharashtra,8288,6032,2087,169,194035,7792,186243,23.41155888030888,0.020941118502094014,0.9796090733590733,24119.818733143435,32.24370932911235
2025-01,Manipur,3375,780,2483,112,31871,4487,27384,9.443259259259259,0.0,0.9668148148148148,899.8279086311533,25.048808134896117
2025-02,Manipur,578,239,333,6,8916,1292,7624,15.42560553633218,-0.8287407407407408,0.9896193771626297,899.8279086311533,22.511351255631254
2025-03,Manipur,212,79,131,2,9427,1245,8182,44.466981132075475,-0.6332179930795847,0.9905660377358491,899.8279086311533,26.850372159631476
2025-04,Manipur,171,55,114,2,8789,1147,7642,51.39766081871345,-0.19339622641509435,0.9883040935672515,899.8279086311533,29.593069517182848
2025-05,Manipur,363,155,206,2,6911,908,6003,19.038567493112946,1.1228070175438596,0.9944903581267218,899.8279086311533,31.758587452091536
2025-06,Manipur,282,111,168,3,9044,1157,7887,32.0709219858156,-0.22314049586776863,0.9893617021276596,899.8279086311533,27.18779882587434
2025-07,Manipur,136,61,64,11,6615,753,5862,48.63970588235294,-0.5177304964539007,0.9191176470588235,899.8279086311533,26.43267104479776
2025-08,Manipur,280,111,150,19,12844,1923,10921,45.871428571428574,1.0588235294117645,0.9321428571428572,899.8279086311533,33.40996080592724
2025-09,Manipur,245,112,126,7,5425,818,4607,22.142857142857142,-0.125,0.9714285714285714,899.8279086311533,26.08954368077597
2025-10,Manipur,379,165,211,3,12097,1553,10544,31.91820580474934,0.546938775510204,0.9920844327176781,899.8279086311533,30.66545700144603
2025-11,Manipur,265,119,144,2,9652,1118,8534,36.422641509433966,-0.3007915567282322,0.9924528301886792,899.8279086311533,27.419032760123603
2025-12,Manipur,213,93,116,4,9945,1362,8583,46.690140845070424,-0.19622641509433958,0.9812206572769953,899.8279086311533,28.880112417674276
2025-01,Meghalaya,86415,16257,43911,26247,27468,2296,25172,0.317861482381531,0.0,0.6962680090262108,24745.99129825543,23.882679807895542
2025-02,Meghalaya,778,162,366,250,1349,144,1205,1.7339331619537275,-0.9909969334027657,0.6786632390745502,24745.99129825543,19.270067356286777
2025-03,Meghalaya,908,156,316,436,2258,231,2027,2.486784140969163,0.16709511568123392,0.5198237885462555,24745.99129825543,21.357895007299092
2025-04,Meghalaya,496,94,237,165,1980,213,1767,3.9919354838709675,-0.45374449339207046,0.6673387096774194,24745.99129825543,21.712404639840106
2025-05,Meghalaya,1064,211,476,377,1657,185,1472,1.5573308270676691,1.1451612903225805,0.6456766917293233,24745.99129825543,28.13543215795012
2025-06,Meghalaya,286,71,158,57,830,130,700,2.902097902097902,-0.731203007518797,0.8006993006993007,24745.99129825543,23.01038035030904
2025-07,Meghalaya,108,24,63,21,309,41,268,2.861111111111111,-0.6223776223776224,0.8055555555555556,24745.99129825543,23.5889598835812
2025-08,Meghalaya,726,173,299,254,1808,184,1624,2.490358126721763,5.722222222222222,0.650137741046832,24745.99129825543,48.78932225720117
2025-09,Meghalaya,615,145,292,178,1586,150,1436,2.5788617886178864,-0.15289256198347112,0.7105691056910569,24745.99129825543,23.753768869155152
2025-10,Meghalaya,853,156,286,411,2324,231,2093,2.724501758499414,0.38699186991869916,0.5181711606096131,24745.99129825543,22.335725879651598
2025-11,Meghalaya,764,158,277,329,1862,193,1669,2.43717277486911,-0.10433763188745604,0.569371727748691,24745.99129825543,21.129989119152746
2025-12,Meghalaya,1083,189,435,459,1931,205,1726,1.7830101569713759,0.41753926701570676,0.5761772853185596,24745.99129825543,23.520631730892394
2025-01,Mizoram,2367,1551,538,278,16959,2138,14821,7.164765525982256,0.0,0.8825517532741868,657.660983864004,23.039053307156507
2025-02,Mizoram,134,87,19,28,674,83,591,5.029850746268656,-0.9433882551753274,0.7910447761194029,657.660983864004,16.73975498846246
2025-03,Mizoram,85,57,24,4,812,94,718,9.552941176470588,-0.3656716417910447,0.9529411764705882,657.660983864004,23.096134700450886
2025-04,Mizoram,52,38,14,0,700,83,617,13.461538461538462,-0.388235294117647,1.0,657.660983864004,24.400311614421273
2025-05,Mizoram,87,65,20,2,275,36,239,3.160919540229885,0.6730769230769231,0.9770114942528736,657.660983864004,27.460954963973162
2025-06,Mizoram,66,45,17,4,453,70,383,6.863636363636363,-0.24137931034482762,0.9393939393939394,657.660983864004,23.061487419221464
2025-07,Mizoram,31,16,11,4,276,28,248,8.903225806451612,-0.5303030303030303,0.8709677419354839,657.660983864004,20.64386044231439
2025-08,Mizoram,100,67,29,4,754,91,663,7.54,2.225806451612903,0.96,657.660983864004,34.5792199492696
2025-09,Mizoram,145,108,35,2,480,53,427,3.310344827586207,0.44999999999999996,0.9862068965517241,657.660983864004,26.665710259269844
2025-10,Mizoram,110,81,27,2,776,94,682,7.054545454545455,-0.24137931034482762,0.9818181818181818,657.660983864004,23.93262742703707
2025-11,Mizoram,85,57,14,14,705,67,638,8.294117647058824,-0.2272727272727273,0.8352941176470589,657.660983864004,21.212285457176037
2025-12,Mizoram,112,77,29,6,688,74,614,6.142857142857143,0.3176470588235294,0.9464285714285714,657.660983864004,25.614819501725307
2025-01,Nagaland,9289,2691,5946,652,8009,764,7245,0.8622026052319949,0.0,0.9298094520400474,2630.717386892208,23.677103793603383
2025-02,Nagaland,218,46,159,13,777,64,713,3.5642201834862384,-0.9765313812035741,0.9403669724770642,2630.717386892208,19.844983785007997
2025-03,Nagaland,168,51,106,11,1137,96,1041,6.767857142857143,-0.22935779816513757,0.9345238095238095,2630.717386892208,23.447261296688186
2025-04,Nagaland,99,30,63,6,897,106,791,9.06060606060606,-0.4107142857142857,0.9393939393939394,2630.717386892208,23.00629917862711
2025-05,Nagaland,206,57,146,3,634,67,567,3.0776699029126213,1.0808080808080809,0.9854368932038835,2630.717386892208,29.882471575962143
2025-06,Nagaland,112,32,79,1,747,97,650,6.669642857142857,-0.4563106796116505,0.9910714285714286,2630.717386892208,23.55235270472499
2025-07,Nagaland,120,12,54,54,391,39,352,3.2583333333333333,0.0714285714285714,0.55,2630.717386892208,16.684462944828667
2025-08,Nagaland,356,100,137,119,974,107,867,2.735955056179775,1.9666666666666668,0.6657303370786517,2630.717386892208,27.40650958610097
2025-09,Nagaland,194,59,105,30,686,66,620,3.536082474226804,-0.4550561797752809,0.845360824742268,2630.717386892208,20.271887489166733
2025-10,Nagaland,162,58,95,9,890,58,832,5.493827160493828,-0.1649484536082474,0.9444444444444444,2630.717386892208,23.78231716218667
2025-11,Nagaland,132,35,91,6,787,84,703,5.962121212121212,-0.18518518518518523,0.9545454545454546,2630.717386892208,23.9494759598577
2025-12,Nagaland,202,61,124,17,923,83,840,4.569306930693069,0.5303030303030303,0.9158415841584159,2630.717386892208,26.207483584384583
2025-01,Odisha,4647,3551,1050,46,302414,33378,269036,65.0772541424575,0.0,0.990101140520766,1159.0339596823596,32.17452616978987
2025-02,Odisha,5234,4191,1041,2,18082,2473,15609,3.454719144058082,0.12631805465891977,0.9996178830722201,1159.0339596823596,25.61661153852671
2025-03,Odisha,2957,2371,560,26,26436,4022,22414,8.940142035847142,-0.43504012227741684,0.9912073047007102,1159.0339596823596,23.590759861664363
2025-04,Odisha,2552,2041,506,5,22052,2952,19100,8.641065830721002,-0.1369631383158607,0.9980407523510971,1159.0339596823596,25.02398240345322
2025-05,Odisha,2631,2117,512,2,14679,1989,12690,5.579247434435576,0.03095611285266453,0.9992398327632079,1159.0339596823596,25.435015088372754
2025-06,Odisha,3476,2777,677,22,23506,3319,20187,6.7623705408515535,0.3211706575446598,0.9936708860759493,1159.0339596823596,26.760946532053854
2025-07,Odisha,878,694,182,2,10353,1705,8648,11.791571753986332,-0.7474108170310703,0.9977220956719818,1159.0339596823596,22.663513920152308
2025-08,Odisha,4287,3458,822,7,25997,3490,22507,6.064147422439935,3.882687927107061,0.9983671565197108,1159.0339596823596,42.687704348065644
2025-09,Odisha,4290,3500,786,4,16171,2078,14093,3.7694638694638694,0.0006997900629810427,0.9990675990675991,1159.0339596823596,25.08159430886707
2025-10,Odisha,4076,3300,772,4,25237,3538,21699,6.191609421000981,-0.04988344988344984,0.9990186457311089,1159.0339596823596,25.14200484115522
2025-11,Odisha,3594,2876,712,6,22211,3251,18960,6.180022259321091,-0.11825318940137386,0.998330550918197,1159.0339596823596,24.82133754967814
2025-12,Odisha,3283,2570,692,21,24197,3266,20931,7.37039293329272,-0.08653311074012238,0.9936034115138592,1159.0339596823596,25.00980643724857
2025-01,Orissa,127,106,21,0,820,57,763,6.456692913385827,0.0,1.0,35.5702463337327,25.16500363094176
2025-02,Orissa,176,147,29,0,974,57,917,5.534090909090909,0.3858267716535433,1.0,35.5702463337327,26.779699296501146
2025-03,Orissa,80,71,9,0,983,71,912,12.2875,-0.5454545454545454,1.0,35.5702463337327,23.41942029160829
2025-04,Orissa,90,81,9,0,1124,57,1067,12.488888888888889,0.125,1.0,35.5702463337327,26.439442988154703
2025-05,Orissa,80,69,11,0,585,37,548,7.3125,-0.11111111111111116,1.0,35.5702463337327,24.770029382579185
2025-06,Orissa,111,92,19,0,950,69,881,8.558558558558559,0.38749999999999996,1.0,35.5702463337327,27.14608983062709
2025-07,Orissa,36,29,7,0,407,41,366,11.305555555555555,-0.6756756756756757,1.0,35.5702463337327,22.720961528236856
2025-08,Orissa,135,114,21,0,1123,66,1057,8.318518518518518,2.75,1.0,35.5702463337327,37.67513242567683
2025-09,Orissa,138,113,25,0,606,27,579,4.391304347826087,0.022222222222222143,1.0,35.5702463337327,25.019210768056432
2025-10,Orissa,121,104,17,0,977,50,927,8.074380165289256,-0.12318840579710144,1.0,35.5702463337327,24.80647065829857
2025-11,Orissa,101,82,19,0,906,73,833,8.970297029702971,-0.1652892561983471,1.0,35.5702463337327,24.72464893853122
2025-12,Orissa,111,90,21,0,995,67,928,8.963963963963964,0.0990099009900991,1.0,35.5702463337327,25.904996138775292
2025-01,Pondicherry,68,67,1,0,163,7,156,2.3970588235294117,0.0,1.0,16.334338249852856,24.67894963877674
2025-02,Pondicherry,55,51,4,0,262,28,234,4.763636363636364,-0.19117647058823528,1.0,16.334338249852856,24.10546266641429
2025-03,Pondicherry,45,44,1,0,270,24,246,6.0,-0.18181818181818177,1.0,16.334338249852856,24.29400206729888
2025-04,Pondicherry,42,40,2,0,299,26,273,7.119047619047619,-0.06666666666666665,1.0,16.334338249852856,24.941387828217128
2025-05,Pondicherry,27,26,1,0,157,10,147,5.814814814814815,-0.3571428571428571,1.0,16.334338249852856,23.48853613585208
2025-06,Pondicherry,22,20,2,0,201,16,185,9.136363636363637,-0.18518518518518523,1.0,16.334338249852856,24.65114752287702
2025-07,Pondicherry,17,15,2,0,118,12,106,6.9411764705882355,-0.2272727272727273,1.0,16.334338249852856,24.20256432407756
2025-08,Pondicherry,60,56,4,0,307,22,285,5.116666666666666,2.5294117647058822,1.0,16.334338249852856,36.305107754174124
2025-09,Pondicherry,58,57,1,0,189,18,171,3.2586206896551726,-0.033333333333333326,1.0,16.334338249852856,24.63223125158807
2025-10,Pondicherry,56,53,3,0,282,11,271,5.035714285714286,-0.03448275862068961,1.0,16.334338249852856,24.837982193362933
2025-11,Pondicherry,36,35,1,0,237,22,215,6.583333333333333,-0.3571428571428571,1.0,16.334338249852856,23.579736137919895
2025-12,Pondicherry,53,48,5,0,258,12,246,4.867924528301887,0.4722222222222223,1.0,16.334338249852856,27.082431272644698
2025-01,Puducherry,80,79,0,1,5106,622,4484,63.825,0.0,0.9875,19.36726385143005,31.719273799748603
2025-02,Puducherry,69,64,4,1,638,97,541,9.246376811594203,-0.13749999999999996,0.9855072463768116,19.36726385143005,24.5881206339282
2025-03,Puducherry,65,58,4,3,597,94,503,9.184615384615384,-0.05797101449275366,0.9538461538461539,19.36726385143005,24.302968292511697
2025-04,Puducherry,23,19,3,1,569,103,466,24.73913043478261,-0.6461538461538461,0.9565217391304348,19.36726385143005,23.57386398702342
2025-05,Puducherry,44,44,0,0,479,94,385,10.886363636363637,0.9130434782608696,1.0,19.36726385143005,29.767256161886387
2025-06,Puducherry,27,24,3,0,626,136,490,23.185185185185187,-0.38636363636363635,1.0,19.36726385143005,25.419971887639043
2025-07,Puducherry,30,25,1,4,468,72,396,15.6,0.11111111111111116,0.8666666666666667,19.36726385143005,24.076284838090565
2025-08,Puducherry,70,66,3,1,644,112,532,9.2,1.3333333333333335,0.9857142857142858,19.36726385143005,31.159610492676332
2025-09,Puducherry,59,55,4,0,422,84,338,7.1525423728813555,-0.15714285714285714,1.0,19.36726385143005,24.541720718974762
2025-10,Puducherry,66,62,2,2,576,104,472,8.727272727272727,0.11864406779661008,0.9696969696969697,19.36726385143005,25.35496840174019
2025-11,Puducherry,39,36,2,1,598,140,458,15.333333333333334,-0.40909090909090906,0.9743589743589743,19.36726385143005,23.873809518377072
2025-12,Puducherry,64,60,4,0,669,113,556,10.453125,0.641025641025641,1.0,19.36726385143005,28.500251840957848
2025-01,Punjab,22597,15625,5369,1603,287034,21250,265784,12.702305615789706,0.0,0.9290613798291809,6099.974865199086,25.842308625910015
